"Date","Open","High","Low","Close","Volume","ticker","name"
"1962-01-02 00:00:00-05:00","0.05744088441133499","0.05936860566254493","0.05744088441133499","0.05744088441133499","841958","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-03 00:00:00-05:00","0.05744087480665314","0.058404732967910246","0.05744087480665314","0.05821183696389198","801865","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-04 00:00:00-05:00","0.058211836963891976","0.058404732967910246","0.057826666814689676","0.05821183696389198","962238","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-05 00:00:00-05:00","0.05821182535412834","0.05859761728522255","0.05801954664093063","0.058404721319675446","962238","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-08 00:00:00-05:00","0.058404732967910246","0.05917569973151082","0.057055700051089106","0.05821183696389198","1282984","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-09 00:00:00-05:00","0.05821185132506437","0.05936861038208008","0.057826681080838535","0.05936861038208008","641492","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-10 00:00:00-05:00","0.05936859012848647","0.06033244819871239","0.05936859012848647","0.059946656227111816","681585","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-11 00:00:00-05:00","0.059946672607034235","0.06206728991908844","0.0597543938211096","0.06168149784207344","2004663","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-12 00:00:00-05:00","0.061681474948779146","0.06187437091569263","0.05898340963412707","0.059754371643066406","2004663","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-15 00:00:00-05:00","0.059754371643066406","0.06013954632453961","0.05936858431560028","0.059754371643066406","641492","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-16 00:00:00-05:00","0.059368595735529085","0.059368595735529085","0.057826666814689676","0.05821183696389198","360839","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-17 00:00:00-05:00","0.058211835875942246","0.058211835875942246","0.05628473684191704","0.05628473684191704","400933","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-18 00:00:00-05:00","0.05666991751882116","0.05782667648387976","0.05666991751882116","0.05744088441133499","320746","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-19 00:00:00-05:00","0.057826643824729","0.05859760567545891","0.057826643824729","0.05859760567545891","441026","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-22 00:00:00-05:00","0.05898342482170179","0.05956149101257324","0.05898342482170179","0.05956149101257324","360839","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-23 00:00:00-05:00","0.059561501827323955","0.06091053968332162","0.058983435531491366","0.05936861038208008","1202798","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-24 00:00:00-05:00","0.059368572132548716","0.059368572132548716","0.057826643824729","0.05859760567545891","360839","DIS","The Walt Disney Company (DIS) Historical Data"
"1962-01-25 00:00:00-05:00","0.058597577348028146","0.05879047318210705","0.05782661586999893","0.05782661586999893","160373","DIS","The Walt Disney Company (DIS) Historical Data"
