"Date","Open","High","Low","Close","Volume","ticker","name"
"1980-12-02 00:00:00-05:00","0.12436082959175111","0.12706414294373414","0.12436082959175111","0.1243608295917511","100710400","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-03 00:00:00-05:00","0.12300839920157482","0.12300839920157482","0.12165673822164536","0.12165673822164536","25177600","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-04 00:00:00-05:00","0.12571242451667786","0.12706408574065944","0.12571242451667786","0.12571242451667786","22694400","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-05 00:00:00-05:00","0.12165677896769012","0.12165677896769012","0.11895346641540527","0.11895346641540527","7590400","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-08 00:00:00-05:00","0.11354686849125306","0.11354686849125306","0.11219451576471329","0.11219451576471329","5414400","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-09 00:00:00-05:00","0.11219449710358448","0.11219449710358448","0.10949118435382844","0.10949118435382843","5824000","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-10 00:00:00-05:00","0.10678784526317409","0.10678784526317409","0.10273288190364838","0.10273288190364838","5875200","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-11 00:00:00-05:00","0.10002881472284898","0.10002881472284898","0.09732550382614136","0.09732550382614136","5440000","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-12 00:00:00-05:00","0.10138051956892014","0.10273287173367399","0.10138051956892014","0.10138051956892014","8153600","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-15 00:00:00-05:00","0.10543613135814667","0.10678778156744044","0.10543613135814667","0.10543613135814667","6643200","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-16 00:00:00-05:00","0.10543619424766118","0.10543619424766118","0.10273288190364838","0.10273288190364838","6630400","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-17 00:00:00-05:00","0.10138055328760863","0.10138055328760863","0.09867724031209946","0.09867724031209946","4672000","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-18 00:00:00-05:00","0.10138051956892014","0.10408452261538108","0.10138051956892014","0.10138051956892014","11251200","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-19 00:00:00-05:00","0.10543613135814667","0.10678778156744044","0.10543613135814667","0.10543613135814667","10035200","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-22 00:00:00-05:00","0.10543613135814667","0.10813944208971507","0.10543613135814667","0.10543613135814667","1856000","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-23 00:00:00-05:00","0.10813949257135391","0.11084280456488145","0.10813949257135391","0.10813949257135391","5696000","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-24 00:00:00-05:00","0.11219451576471329","0.11489851993445477","0.11219451576471329","0.11219451576471329","2444800","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-26 00:00:00-05:00","0.11354680359363555","0.11625011524795283","0.11354680359363555","0.11354680359363556","1459200","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-29 00:00:00-05:00","0.11354686849125306","0.11489851993445477","0.11219451576471329","0.11219451576471329","1740800","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-30 00:00:00-05:00","0.1148984357714653","0.11625009653756711","0.1148984357714653","0.1148984357714653","4364800","NKE","Nike, Inc. (NKE) Historical Data"
"1980-12-31 00:00:00-05:00","0.11489845426430201","0.11625011524795283","0.11354680359363555","0.11354680359363556","2918400","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-02 00:00:00-05:00","0.11625010520219803","0.1189534166229086","0.11625010520219803","0.11625010520219803","1574400","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-05 00:00:00-05:00","0.12098123133182526","0.12300837170715212","0.12098123133182526","0.12098123133182526","5824000","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-06 00:00:00-05:00","0.12165673822164536","0.12300839920157482","0.12165673822164536","0.12165673822164536","6950400","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-07 00:00:00-05:00","0.11625009653756711","0.11625009653756711","0.1148984357714653","0.1148984357714653","8806400","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-08 00:00:00-05:00","0.11354686849125306","0.11354686849125306","0.11219451576471329","0.11219451576471329","3302400","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-09 00:00:00-05:00","0.11219448537227833","0.11354683773247852","0.11084282398223876","0.11084282398223877","2470400","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-12 00:00:00-05:00","0.11219451576471329","0.11489851993445477","0.11219451576471329","0.11219451576471329","3353600","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-13 00:00:00-05:00","0.1148984357714653","0.1176017469906862","0.1148984357714653","0.1148984357714653","4467200","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-14 00:00:00-05:00","0.11895346641540527","0.12165677896769012","0.11895346641540527","0.11895346641540527","7923200","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-15 00:00:00-05:00","0.11895346641540527","0.1203051278480416","0.11895346641540527","0.11895346641540527","2521600","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-16 00:00:00-05:00","0.11895346641540527","0.12165677896769012","0.11895346641540527","0.11895346641540527","3328000","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-19 00:00:00-05:00","0.11895346641540527","0.1203051278480416","0.11895346641540527","0.11895346641540527","4032000","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-20 00:00:00-05:00","0.1176017469906862","0.1176017469906862","0.1148984357714653","0.1148984357714653","3507200","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-21 00:00:00-05:00","0.11489845426430201","0.11625011524795283","0.11354680359363555","0.11354680359363556","985600","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-22 00:00:00-05:00","0.11219446571813804","0.11219446571813804","0.10813949257135391","0.10813949257135391","1318400","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-23 00:00:00-05:00","0.11084282398223876","0.11354683773247852","0.11084282398223876","0.11084282398223877","1382400","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-26 00:00:00-05:00","0.11084280456488145","0.11084280456488145","0.10813949257135391","0.10813949257135391","1126400","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-27 00:00:00-05:00","0.10813949257135391","0.1094911537246105","0.10813949257135391","0.10813949257135391","857600","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-28 00:00:00-05:00","0.10813949257135391","0.1094911537246105","0.10813949257135391","0.10813949257135391","1164800","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-29 00:00:00-05:00","0.10813949257135391","0.11084280456488145","0.10813949257135391","0.10813949257135391","2521600","NKE","Nike, Inc. (NKE) Historical Data"
"1981-01-30 00:00:00-05:00","0.10678787180076825","0.10678787180076825","0.1040845587849617","0.1040845587849617","832000","NKE","Nike, Inc. (NKE) Historical Data"
"1981-02-02 00:00:00-05:00","0.10408452261538108","0.10408452261538108","0.10138051956892014","0.10138051956892014","2060800","NKE","Nike, Inc. (NKE) Historical Data"
