Date,Close,High,Low,Open,Volume
1999-01-22,0.03760698437690735,0.04476969267060157,0.03557699981203488,0.04011374800455499,2714688000
1999-01-25,0.041546840220689774,0.042023619267236884,0.03760698309688396,0.04059144449970276,510480000
1999-01-26,0.038323067128658295,0.042859814769947366,0.03772617285090377,0.04202361559156934,343200000
1999-01-27,0.03820386156439781,0.03939764641972435,0.036293074160621844,0.0384422510100043,244368000
1999-01-28,0.038083747029304504,0.03844224827805183,0.03784535760063949,0.03820385884938682,227520000
1999-01-29,0.036293089389801025,0.03820387759537526,0.036293089389801025,0.0380837657163561,244032000
1999-02-01,0.037010084837675095,0.03724847433563958,0.036293082131748824,0.036293082131748824,154704000
1999-02-02,0.0341448150575161,0.037248472442561506,0.03307022645142446,0.036293080287226616,264096000
1999-02-03,0.03486090153455734,0.03533859930917276,0.033427811626375696,0.033667119920574015,75120000
1999-02-04,0.0367707833647728,0.03772617565760762,0.03486090734604199,0.03533860520029199,181920000
1999-02-05,0.03784537315368652,0.03820387454976464,0.03641319836596217,0.037367675286458624,136848000
1999-02-08,0.03653237596154213,0.03820385838251606,0.03653237596154213,0.03808374656390157,154080000
1999-02-09,0.03509930148720741,0.03748687202651441,0.034621603616552823,0.03724847908250479,86976000
1999-02-10,0.03474172577261925,0.03605470448733749,0.034144831253241095,0.03509931187883662,148224000
1999-02-11,0.037726160138845444,0.039158334298532195,0.034860893005915515,0.034860893005915515,132240000
1999-02-12,0.03987535461783409,0.04011374412617308,0.038203871617794684,0.038203871617794684,109728000
1999-02-16,0.04011375457048416,0.04226293596066699,0.036054700174654404,0.04059145252542791,211008000
1999-02-17,0.03796456381678581,0.03963604683977316,0.03724847646804879,0.039158349002648,67728000
1999-02-18,0.03856144845485687,0.03963603690781121,0.037486860001902544,0.0391583391903871,70704000
1999-02-19,0.03987535461783409,0.04059144195673989,0.03772617378722788,0.038203871617794684,75360000
1999-02-22,0.04011375457048416,0.04106915048037166,0.03796457318030133,0.04059145252542791,205248000
1999-02-23,0.042023614048957825,0.04285981319664048,0.0386815670683945,0.04106913726043929,138096000
1999-02-24,0.04536658897995949,0.050142645724090704,0.04429200012218841,0.04823185755023057,612768000
1999-02-25,0.04393439367413521,0.048709532799670045,0.04321738775443288,0.04727735517178174,149136000
1999-02-26,0.041904423385858536,0.04584428024381562,0.041546837417244326,0.04441210557291999,172608000
1999-03-01,0.04214372858405113,0.04393440804988577,0.040113744211146767,0.04297901238672833,92160000
1999-03-02,0.04178522527217865,0.04226292308154973,0.04106913796504605,0.04202361476994016,55248000
1999-03-03,0.03891995549201965,0.04202361289358096,0.03868156600490226,0.04202361289358096,61392000
1999-03-04,0.038083747029304504,0.041069126061275656,0.037726161178475055,0.040829817819028905,57360000
1999-03-05,0.040232930332422256,0.04035212334837582,0.038442251326841786,0.038442251326841786,78768000
1999-03-08,0.040829822421073914,0.04202360732611733,0.03844225261098708,0.039158339791276066,75888000
1999-03-09,0.04214372858405113,0.042740622877884354,0.04071063850497999,0.04071063850497999,143184000
1999-03-10,0.04142671823501587,0.04274061502612523,0.04082982405083641,0.04274061502612523,235344000
1999-03-11,0.0396360345184803,0.04142671344845407,0.0396360345184803,0.040710626322320524,54288000
1999-03-12,0.03891995549201965,0.039875351068103304,0.038203868216860434,0.039875351068103304,90768000
1999-03-15,0.04059143364429474,0.04106913137703706,0.039636038178810104,0.0398753464520316,108816000
1999-03-16,0.039278458803892136,0.04130752769568058,0.03891995744921317,0.04082982988361645,79152000
1999-03-17,0.039516858756542206,0.04035213925819398,0.038561462962259714,0.03963605181949055,51360000
1999-03-18,0.03999453783035278,0.04059142850951725,0.03868155663384564,0.03963603316488922,46320000
1999-03-19,0.04011375457048416,0.0413075400507795,0.03987536500007632,0.03987536500007632,105312000
1999-03-22,0.03891995549201965,0.04106913613130435,0.03891995549201965,0.04094902428177097,36672000
1999-03-23,0.03653237596154213,0.03915833489909365,0.03581628887071631,0.03915833489909365,163968000
1999-03-24,0.036293089389801025,0.03653239433380675,0.03486091107223824,0.036293089389801025,60864000
1999-03-25,0.0367707833647728,0.03820387351185762,0.0360546925746998,0.0361738890426113,40320000
1999-03-26,0.03999453783035278,0.04011373083720323,0.0372484636169036,0.0372484636169036,88272000
1999-03-29,0.04118833690881729,0.04214372916958366,0.04047224614278042,0.04118833690881729,65952000
1999-03-30,0.037726160138845444,0.04166601559048676,0.03748685531885714,0.041307514351618745,69504000
1999-03-31,0.040352124720811844,0.040829822445856215,0.037129274708544706,0.03891995035936458,153600000
1999-04-01,0.03915833681821823,0.04059142988367535,0.038442249692297446,0.04035212163262472,30432000
1999-04-05,0.03796456381678581,0.03963604683977316,0.03772617430517396,0.038681569979424284,98640000
1999-04-06,0.037010084837675095,0.03844225945315968,0.036293082131748824,0.038323066412009874,69696000
1999-04-07,0.04011375457048416,0.040352144140892006,0.0370100960845419,0.037248485654949745,89280000
1999-04-08,0.040829822421073914,0.04202360732611733,0.039875345785250364,0.040352124696319484,130128000
1999-04-09,0.04011375457048416,0.04106915048037166,0.03987536500007632,0.04106915048037166,48624000
1999-04-12,0.03844226151704788,0.03963604669865992,0.03772617417086029,0.03963604669865992,33312000
1999-04-13,0.03688997030258179,0.03915834391600762,0.03629307949501891,0.03915834391600762,36144000
1999-04-14,0.035816293209791183,0.03760697226841023,0.035816293209791183,0.03677077325766602,48288000
1999-04-15,0.0367707833647728,0.0367707833647728,0.035816303054542,0.0367707833647728,35856000
1999-04-16,0.03796456381678581,0.038561458117549435,0.03653238911931177,0.03653238911931177,38928000
1999-04-19,0.036293089389801025,0.03844226714101393,0.035816306882858126,0.03844226714101393,31296000
1999-04-20,0.03557699918746948,0.037726176772473585,0.03521849437487143,0.036293086583038765,67680000
1999-04-21,0.036173880100250244,0.0362930765386958,0.03533859646441716,0.03557698934130826,37488000
1999-04-22,0.034621600061655045,0.03629308303033759,0.034264014098022336,0.03629308303033759,227184000
1999-04-23,0.03295103460550308,0.03462160228317201,0.03271172968807446,0.03450240581575781,126048000
1999-04-26,0.0312795415520668,0.03342780274649245,0.03056253567372112,0.032951020496647804,123504000
1999-04-27,0.034621600061655045,0.03486090496372851,0.03151794244202838,0.03199564026363362,226944000
1999-04-28,0.03438321501016617,0.03486090947796444,0.033308622768037865,0.03486090947796444,120096000
1999-04-29,0.03438321501016617,0.034621604544902713,0.03366712759196596,0.03450240806970174,48144000
1999-04-30,0.03486090153455734,0.03629307946028701,0.03450240020798278,0.0347417085021811,99312000
1999-05-03,0.03509930148720741,0.035218494543546926,0.034144821144198874,0.035218494543546926,33840000
1999-05-04,0.03318941965699196,0.03509929179844582,0.0324733324556608,0.03509929179844582,96048000
1999-05-05,0.0339055098593235,0.0339055098593235,0.0315179397677526,0.033427812078250595,144576000
1999-05-06,0.03324901685118675,0.03438320530287122,0.03223402484105092,0.03366711808684151,35616000
1999-05-07,0.033427804708480835,0.033667112953154235,0.03223401992588703,0.03223401992588703,25008000
1999-05-10,0.033427804708480835,0.03414480721324606,0.0331894152773985,0.0331894152773985,19680000
1999-05-11,0.0352185033261776,0.03629309580746859,0.03414482965908167,0.03486091723665526,171744000
1999-05-12,0.036293089389801025,0.03641320126882018,0.03509930403354246,0.0355770019388524,168480000
1999-05-13,0.036293089389801025,0.037248481784755365,0.036173892909148915,0.036293089389801025,69936000
1999-05-14,0.03438321501016617,0.03629308773003025,0.0339055171267025,0.03629308773003025,28464000
1999-05-17,0.03605469688773155,0.03605469688773155,0.03378632262697387,0.0339055191091442,35760000
1999-05-18,0.037726160138845444,0.03820385779659317,0.03533859066366324,0.0364131823980384,151536000
1999-05-19,0.03605469688773155,0.0408298383735876,0.03545780590983234,0.03939766345344851,451728000
1999-05-20,0.03318941965699196,0.036293076738568526,0.03187643827776727,0.036293076738568526,178176000
1999-05-21,0.032473329454660416,0.03271171889516944,0.031517934065369534,0.03271171889516944,303504000
1999-05-24,0.032353226095438004,0.03342781477837084,0.03187644367398213,0.03271172745581659,162624000
1999-05-25,0.0325925312936306,0.03295103265727707,0.03223402992998413,0.03247333824892884,130080000
